function_id,raw_name,canonical_name,address,category,status,batch,target_address,target_slot,collapsed_raw_target,source_line_start,source_line_end,source_byte_start,source_byte_end,payload_byte_start,payload_byte_end,output_file,output_payload_offset,raw_signature
function_40462,FUN_7101a1a0f0,unidentified_function_7101a1a0f0,7101a1a0f0,internal,recovered_body,4,,,,7983868,7983881,267267506,267267835,267267500,267267835,src/functions/internal/batch_04/7101a00000/2459_functions.inc,339444,void FUN_7101a1a0f0(undefined8 *param_1)
function_40463,FUN_7101a1a144,unidentified_function_7101a1a144,7101a1a144,internal,recovered_body,4,,,,7983885,7983903,267267841,267268351,267267835,267268351,src/functions/internal/batch_04/7101a00000/2459_functions.inc,339779,void FUN_7101a1a144(undefined8 *param_1)
function_40464,FUN_7101a1a1b0,unidentified_function_7101a1a1b0,7101a1a1b0,internal,recovered_body,4,,,,7983907,7984313,267268357,267282834,267268351,267282834,src/functions/internal/batch_04/7101a00000/2459_functions.inc,340295,void FUN_7101a1a1b0(long param_1)
function_40465,FUN_7101a1c304,unidentified_function_7101a1c304,7101a1c304,internal,recovered_body,4,,,,7984317,7984330,267282840,267283294,267282834,267283294,src/functions/internal/batch_04/7101a00000/2459_functions.inc,354778,long FUN_7101a1c304(long param_1)
function_40466,FUN_7101a1c380,unidentified_function_7101a1c380,7101a1c380,internal,recovered_body,4,,,,7984334,7985151,267283300,267314960,267283294,267314960,src/functions/internal/batch_04/7101a00000/2459_functions.inc,355238,ulong FUN_7101a1c380(long param_1)
function_40467,FUN_7101a1d570,unidentified_function_7101a1d570,7101a1d570,internal,recovered_body,4,,,,7985155,7985362,267314966,267323846,267314960,267323846,src/functions/internal/batch_04/7101a00000/2459_functions.inc,386904,"uint FUN_7101a1d570(long param_1,undefined4 param_2)"
function_40468,FUN_7101a1dd20,unidentified_function_7101a1dd20,7101a1dd20,internal,recovered_body,4,,,,7985368,7986196,267323907,267352707,267323846,267352707,src/functions/internal/batch_04/7101a00000/2459_functions.inc,395790,ulong FUN_7101a1dd20(long param_1)
function_40469,FUN_7101a1ec08,unidentified_function_7101a1ec08,7101a1ec08,internal,recovered_body,4,,,,7986200,7986218,267352713,267353142,267352707,267353142,src/functions/internal/batch_04/7101a00000/2459_functions.inc,424651,long FUN_7101a1ec08(long param_1)
function_40470,FUN_7101a1ec84,unidentified_function_7101a1ec84,7101a1ec84,internal,recovered_body,4,,,,7986222,7986240,267353148,267353572,267353142,267353572,src/functions/internal/batch_04/7101a00000/2459_functions.inc,425086,long FUN_7101a1ec84(long param_1)
function_40471,FUN_7101a1f798,unidentified_function_7101a1f798,7101a1f798,internal,recovered_body,4,,,,7986244,7986272,267353578,267354358,267353572,267354358,src/functions/internal/batch_04/7101a00000/2459_functions.inc,425516,void FUN_7101a1f798(long param_1)
function_40472,FUN_7101a1f8e0,unidentified_function_7101a1f8e0,7101a1f8e0,internal,recovered_body,4,,,,7986278,7986594,267354419,267365083,267354358,267365083,src/functions/internal/batch_04/7101a00000/2459_functions.inc,426302,"void FUN_7101a1f8e0(long param_1,uint param_2)"
function_40473,FUN_7101a1ffd0,unidentified_function_7101a1ffd0,7101a1ffd0,internal,recovered_body,4,,,,7986598,7986670,267365089,267367193,267365083,267367193,src/functions/internal/batch_04/7101a00000/2459_functions.inc,437027,"void FUN_7101a1ffd0(long param_1,uint param_2)"
function_40474,FUN_7101a20a60,unidentified_function_7101a20a60,7101a20a60,internal,recovered_body,4,,,,7986674,7986787,267367199,267371265,267367193,267371265,src/functions/internal/batch_04/7101a00000/2459_functions.inc,439137,long * FUN_7101a20a60(long *param_1)
function_40475,FUN_7101a20cf0,unidentified_function_7101a20cf0,7101a20cf0,internal,recovered_body,4,,,,7986791,7986904,267371271,267375339,267371265,267375339,src/functions/internal/batch_04/7101a00000/2459_functions.inc,443209,long * FUN_7101a20cf0(long *param_1)
function_40476,FUN_7101a20f80,unidentified_function_7101a20f80,7101a20f80,internal,recovered_body,4,,,,7986910,7987419,267375400,267391053,267375339,267391053,src/functions/internal/batch_04/7101a00000/2459_functions.inc,447283,"bool FUN_7101a20f80(long param_1,uint param_2,uint param_3,ulong param_4)"
function_40477,FUN_7101a21c0c,unidentified_function_7101a21c0c,7101a21c0c,internal,recovered_body,4,,,,7987423,7987444,267391059,267391489,267391053,267391489,src/functions/internal/batch_04/7101a00000/2459_functions.inc,462997,int FUN_7101a21c0c(void)
function_40478,FUN_7101a21c70,unidentified_function_7101a21c70,7101a21c70,internal,recovered_body,4,,,,7987448,7987534,267391495,267393799,267391489,267393799,src/functions/internal/batch_04/7101a00000/2459_functions.inc,463433,int FUN_7101a21c70(long param_1)
function_40479,FUN_7101a21e7c,unidentified_function_7101a21e7c,7101a21e7c,internal,recovered_body,4,,,,7987538,7987547,267393805,267393982,267393799,267393982,src/functions/internal/batch_04/7101a00000/2459_functions.inc,465743,int FUN_7101a21e7c(long param_1)
function_40480,FUN_7101a21fa0,unidentified_function_7101a21fa0,7101a21fa0,internal,recovered_body,4,,,,7987551,7987617,267393988,267396117,267393982,267396117,src/functions/internal/batch_04/7101a00000/2459_functions.inc,465926,"undefined8 FUN_7101a21fa0(long param_1,uint param_2)"
function_40481,FUN_7101a22100,unidentified_function_7101a22100,7101a22100,internal,recovered_body,4,,,,7987621,7987937,267396123,267410378,267396117,267410378,src/functions/internal/batch_04/7101a00000/2459_functions.inc,468061,uint * FUN_7101a22100(long param_1)
function_40482,FUN_7101a22c28,unidentified_function_7101a22c28,7101a22c28,internal,recovered_body,4,,,,7987941,7987954,267410384,267410678,267410378,267410678,src/functions/internal/batch_04/7101a00000/2459_functions.inc,482322,"uint FUN_7101a22c28(long param_1,int param_2)"
function_40483,FUN_7101a22c80,unidentified_function_7101a22c80,7101a22c80,internal,recovered_body,4,,,,7987958,7988293,267410684,267424024,267410678,267424024,src/functions/internal/batch_04/7101a00000/2459_functions.inc,482622,"void FUN_7101a22c80(long param_1,uint param_2)"
function_40484,FUN_7101a2342c,unidentified_function_7101a2342c,7101a2342c,internal,recovered_body,4,,,,7988297,7988317,267424030,267424657,267424024,267424657,src/functions/internal/batch_04/7101a00000/2459_functions.inc,495968,"void FUN_7101a2342c(long param_1,uint param_2)"
function_40485,FUN_7101a234ac,unidentified_function_7101a234ac,7101a234ac,internal,recovered_body,4,,,,7988321,7988350,267424663,267425553,267424657,267425553,src/functions/internal/batch_04/7101a00000/2459_functions.inc,496601,"void FUN_7101a234ac(long param_1,uint param_2)"
function_40486,FUN_7101a2356c,unidentified_function_7101a2356c,7101a2356c,internal,recovered_body,4,,,,7988354,7988472,267425559,267429667,267425553,267429667,src/functions/internal/batch_04/7101a00000/2459_functions.inc,497497,"void FUN_7101a2356c(long param_1,uint param_2,int *param_3,uint *param_4)"
function_40487,FUN_7101a2377c,unidentified_function_7101a2377c,7101a2377c,internal,recovered_body,4,,,,7988476,7988534,267429673,267431468,267429667,267431468,src/functions/internal/batch_04/7101a00000/2459_functions.inc,501611,bool FUN_7101a2377c(long param_1)
function_40488,FUN_7101a238f0,unidentified_function_7101a238f0,7101a238f0,internal,recovered_body,4,,,,7988538,7988859,267431474,267443959,267431468,267443959,src/functions/internal/batch_04/7101a00000/2459_functions.inc,503412,"int FUN_7101a238f0(long param_1,uint param_2)"
function_40489,FUN_7101a24100,unidentified_function_7101a24100,7101a24100,internal,recovered_body,4,,,,7988863,7989077,267443965,267451677,267443959,267451677,src/functions/internal/batch_04/7101a00000/2459_functions.inc,515903,"undefined8 FUN_7101a24100(long param_1,byte param_2)"
function_40490,FUN_7101a246b0,unidentified_function_7101a246b0,7101a246b0,internal,recovered_body,4,,,,7989081,7990103,267451683,267488398,267451677,267488398,src/functions/internal/batch_04/7101a00000/2459_functions.inc,523621,"uint FUN_7101a246b0(long param_1,uint param_2,byte param_3)"
function_40491,FUN_7101a25c10,unidentified_function_7101a25c10,7101a25c10,internal,recovered_body,4,,,,7990107,7990431,267488404,267500642,267488398,267500642,src/functions/internal/batch_04/7101a00000/2459_functions.inc,560342,"undefined8 FUN_7101a25c10(long param_1,byte param_2)"
function_40492,FUN_7101a264a0,unidentified_function_7101a264a0,7101a264a0,internal,recovered_body,4,,,,7990435,7990649,267500648,267508360,267500642,267508360,src/functions/internal/batch_04/7101a00000/2459_functions.inc,572586,"undefined8 FUN_7101a264a0(long param_1,byte param_2)"
function_40493,FUN_7101a26a50,unidentified_function_7101a26a50,7101a26a50,internal,recovered_body,4,,,,7990653,7991289,267508366,267533303,267508360,267533303,src/functions/internal/batch_04/7101a00000/2459_functions.inc,580304,"void FUN_7101a26a50(long *param_1,ulong param_2)"
function_40494,FUN_7101a27830,unidentified_function_7101a27830,7101a27830,internal,recovered_body,4,,,,7991293,7991585,267533309,267544573,267533303,267544573,src/functions/internal/batch_04/7101a00000/2459_functions.inc,605247,void FUN_7101a27830(long *param_1)
function_40495,FUN_7101a27f30,unidentified_function_7101a27f30,7101a27f30,internal,recovered_body,4,,,,7991589,7991620,267544579,267545502,267544573,267545502,src/functions/internal/batch_04/7101a00000/2459_functions.inc,616517,"void FUN_7101a27f30(undefined8 *param_1,byte param_2,byte param_3)"
function_40496,FUN_7101a27fb0,unidentified_function_7101a27fb0,7101a27fb0,internal,recovered_body,4,,,,7991624,7991706,267545508,267548240,267545502,267548240,src/functions/internal/batch_04/7101a00000/2459_functions.inc,617446,"bool FUN_7101a27fb0(long param_1,uint param_2)"
function_40497,FUN_7101a28170,unidentified_function_7101a28170,7101a28170,internal,recovered_body,4,,,,7991710,7991793,267548246,267551285,267548240,267551285,src/functions/internal/batch_04/7101a00000/2459_functions.inc,620184,"void FUN_7101a28170(long param_1,long *param_2)"
function_40498,FUN_7101a28330,unidentified_function_7101a28330,7101a28330,internal,recovered_body,4,,,,7991797,7991844,267551291,267552817,267551285,267552817,src/functions/internal/batch_04/7101a00000/2459_functions.inc,623229,"void FUN_7101a28330(long param_1,long *param_2)"
function_40499,FUN_7101a28450,unidentified_function_7101a28450,7101a28450,internal,recovered_body,4,,,,7991848,7992154,267552823,267562845,267552817,267562845,src/functions/internal/batch_04/7101a00000/2459_functions.inc,624761,"undefined8 FUN_7101a28450(long param_1,uint param_2,byte param_3)"
function_40500,FUN_7101a28a80,unidentified_function_7101a28a80,7101a28a80,internal,recovered_body,4,,,,7992158,7992187,267562851,267563727,267562845,267563727,src/functions/internal/batch_04/7101a00000/2459_functions.inc,634789,"void FUN_7101a28a80(undefined8 *param_1,byte param_2,byte param_3)"
function_40501,FUN_7101a28b00,unidentified_function_7101a28b00,7101a28b00,internal,recovered_body,4,,,,7992191,7992302,267563733,267567476,267563727,267567476,src/functions/internal/batch_04/7101a00000/2459_functions.inc,635671,"bool FUN_7101a28b00(long param_1,uint param_2)"
function_40502,FUN_7101a28d90,unidentified_function_7101a28d90,7101a28d90,internal,recovered_body,4,,,,7992306,7992388,267567482,267570221,267567476,267570221,src/functions/internal/batch_04/7101a00000/2459_functions.inc,639420,"bool FUN_7101a28d90(long param_1,int param_2)"
function_40503,FUN_7101a28f80,unidentified_function_7101a28f80,7101a28f80,internal,recovered_body,4,,,,7992392,7992474,267570227,267572966,267570221,267572966,src/functions/internal/batch_04/7101a00000/2459_functions.inc,642165,"bool FUN_7101a28f80(long param_1,int param_2)"
function_40504,FUN_7101a29170,unidentified_function_7101a29170,7101a29170,internal,recovered_body,4,,,,7992480,7992586,267573027,267576291,267572966,267576291,src/functions/internal/batch_04/7101a00000/2459_functions.inc,644910,"bool FUN_7101a29170(long param_1,int param_2)"
function_40505,FUN_7101a293c0,unidentified_function_7101a293c0,7101a293c0,internal,recovered_body,4,,,,7992590,7992674,267576297,267578803,267576291,267578803,src/functions/internal/batch_04/7101a00000/2459_functions.inc,648235,"undefined8 FUN_7101a293c0(long param_1,int param_2)"
function_40506,FUN_7101a29560,unidentified_function_7101a29560,7101a29560,internal,recovered_body,4,,,,7992678,7992804,267578809,267582806,267578803,267582806,src/functions/internal/batch_04/7101a00000/2459_functions.inc,650747,"long FUN_7101a29560(long param_1,int param_2)"
function_40507,FUN_7101a29810,unidentified_function_7101a29810,7101a29810,internal,recovered_body,4,,,,7992808,7992925,267582812,267586713,267582806,267586713,src/functions/internal/batch_04/7101a00000/2459_functions.inc,654750,"long FUN_7101a29810(long param_1,int param_2)"
function_40508,FUN_7101a29a40,unidentified_function_7101a29a40,7101a29a40,internal,recovered_body,4,,,,7992929,7993019,267586719,267589486,267586713,267589486,src/functions/internal/batch_04/7101a00000/2459_functions.inc,658657,"undefined8 FUN_7101a29a40(long param_1,int param_2)"
function_40509,FUN_7101a29c10,unidentified_function_7101a29c10,7101a29c10,internal,recovered_body,4,,,,7993023,7993107,267589492,267591999,267589486,267591999,src/functions/internal/batch_04/7101a00000/2459_functions.inc,661430,"undefined8 FUN_7101a29c10(long param_1,int param_2)"
function_40510,FUN_7101a2a410,unidentified_function_7101a2a410,7101a2a410,internal,recovered_body,4,,,,7993111,7993157,267592005,267593480,267591999,267593480,src/functions/internal/batch_04/7101a00000/2459_functions.inc,663943,undefined8 FUN_7101a2a410(int *param_1)
function_40511,FUN_7101a2a520,unidentified_function_7101a2a520,7101a2a520,internal,recovered_body,4,,,,7993161,7993187,267593486,267594323,267593480,267594323,src/functions/internal/batch_04/7101a00000/2459_functions.inc,665424,"long FUN_7101a2a520(long param_1,uint param_2)"
function_40512,FUN_7101a2a5f0,unidentified_function_7101a2a5f0,7101a2a5f0,internal,recovered_body,4,,,,7993191,7993212,267594329,267594975,267594323,267594975,src/functions/internal/batch_04/7101a00000/2459_functions.inc,666267,"undefined8 FUN_7101a2a5f0(undefined8 param_1,undefined8 *param_2)"
function_40513,FUN_7101a2a6d4,unidentified_function_7101a2a6d4,7101a2a6d4,internal,recovered_body,4,,,,7993216,7993227,267594981,267595265,267594975,267595265,src/functions/internal/batch_04/7101a00000/2459_functions.inc,666919,undefined8 * FUN_7101a2a6d4(void)
function_40514,FUN_7101a2a72c,unidentified_function_7101a2a72c,7101a2a72c,internal,recovered_body,4,,,,7993231,7993256,267595271,267596016,267595265,267596016,src/functions/internal/batch_04/7101a00000/2459_functions.inc,667209,void FUN_7101a2a72c(undefined8 *param_1)
function_40515,FUN_7101a2a930,unidentified_function_7101a2a930,7101a2a930,internal,recovered_body,4,,,,7993260,7993271,267596022,267596306,267596016,267596306,src/functions/internal/batch_04/7101a00000/2459_functions.inc,667960,undefined8 * FUN_7101a2a930(void)
function_40516,FUN_7101a2a988,unidentified_function_7101a2a988,7101a2a988,internal,recovered_body,4,,,,7993275,7993300,267596312,267597055,267596306,267597055,src/functions/internal/batch_04/7101a00000/2459_functions.inc,668250,void FUN_7101a2a988(undefined8 *param_1)
function_40517,FUN_7101a2aab0,unidentified_function_7101a2aab0,7101a2aab0,internal,recovered_body,4,,,,7993304,7993314,267597061,267597288,267597055,267597288,src/functions/internal/batch_04/7101a00000/2459_functions.inc,668999,void FUN_7101a2aab0(long *param_1)
function_40518,FUN_7101a2aaf0,unidentified_function_7101a2aaf0,7101a2aaf0,internal,recovered_body,4,,,,7993318,7993328,267597294,267597521,267597288,267597521,src/functions/internal/batch_04/7101a00000/2459_functions.inc,669232,void FUN_7101a2aaf0(long *param_1)
function_40519,FUN_7101a2ab30,unidentified_function_7101a2ab30,7101a2ab30,internal,recovered_body,4,,,,7993332,7993453,267597527,267601651,267597521,267601651,src/functions/internal/batch_04/7101a00000/2459_functions.inc,669465,"ulong * FUN_7101a2ab30(ulong *param_1,ulong *param_2)"
function_40520,FUN_7101a2ad40,unidentified_function_7101a2ad40,7101a2ad40,internal,recovered_body,4,,,,7993457,7993474,267601657,267602062,267601651,267602062,src/functions/internal/batch_04/7101a00000/2459_functions.inc,673595,"void FUN_7101a2ad40(long *param_1,long *param_2)"
function_40521,FUN_7101a2ada0,unidentified_function_7101a2ada0,7101a2ada0,internal,recovered_body,4,,,,7993478,7993602,267602068,267606340,267602062,267606340,src/functions/internal/batch_04/7101a00000/2459_functions.inc,674006,"ulong * FUN_7101a2ada0(ulong *param_1,ulong *param_2)"
function_40522,FUN_7101a2afb0,unidentified_function_7101a2afb0,7101a2afb0,internal,recovered_body,4,,,,7993606,7993623,267606346,267606751,267606340,267606751,src/functions/internal/batch_04/7101a00000/2459_functions.inc,678284,"void FUN_7101a2afb0(long *param_1,long *param_2)"
function_40523,FUN_7101a2b010,unidentified_function_7101a2b010,7101a2b010,internal,recovered_body,4,,,,7993627,7993730,267606757,267610246,267606751,267610246,src/functions/internal/batch_04/7101a00000/2459_functions.inc,678695,"ulong FUN_7101a2b010(long param_1,undefined8 *param_2)"
function_40524,FUN_7101a2b40c,unidentified_function_7101a2b40c,7101a2b40c,internal,recovered_body,4,,,,7993734,7994221,267610252,267625799,267610246,267625799,src/functions/internal/batch_04/7101a00000/2459_functions.inc,682190,"void FUN_7101a2b40c(int *param_1,long *param_2,long param_3)"
function_40525,FUN_7101a2beec,unidentified_function_7101a2beec,7101a2beec,internal,recovered_body,4,,,,7994225,7994391,267625805,267631511,267625799,267631511,src/functions/internal/batch_04/7101a00000/2459_functions.inc,697743,"void FUN_7101a2beec(long param_1,long *param_2,long param_3)"
function_40526,FUN_7101a2c2d4,unidentified_function_7101a2c2d4,7101a2c2d4,internal,recovered_body,4,,,,7994395,7994721,267631517,267642515,267631511,267642515,src/functions/internal/batch_04/7101a00000/2459_functions.inc,703455,"void FUN_7101a2c2d4(long param_1,long *param_2,long param_3)"
function_40527,FUN_7101a2ca6c,unidentified_function_7101a2ca6c,7101a2ca6c,internal,recovered_body,4,,,,7994725,7994972,267642521,267650990,267642515,267650990,src/functions/internal/batch_04/7101a00000/2459_functions.inc,714459,"void FUN_7101a2ca6c(long param_1,long *param_2,long param_3)"
function_40528,FUN_7101a2d078,unidentified_function_7101a2d078,7101a2d078,internal,recovered_body,4,,,,7994976,7995124,267650996,267655769,267650990,267655769,src/functions/internal/batch_04/7101a00000/2459_functions.inc,722934,"void FUN_7101a2d078(long param_1,long *param_2,long param_3)"
function_40529,FUN_7101a2d3d4,unidentified_function_7101a2d3d4,7101a2d3d4,internal,recovered_body,4,,,,7995128,7995278,267655775,267660730,267655769,267660730,src/functions/internal/batch_04/7101a00000/2459_functions.inc,727713,"void FUN_7101a2d3d4(long param_1,long *param_2,long param_3)"
function_40530,FUN_7101a2d760,unidentified_function_7101a2d760,7101a2d760,internal,recovered_body,4,,,,7995282,7995411,267660736,267665133,267660730,267665133,src/functions/internal/batch_04/7101a00000/2459_functions.inc,732674,"void FUN_7101a2d760(long param_1,long *param_2,long param_3)"
function_40531,FUN_7101a2daa0,unidentified_function_7101a2daa0,7101a2daa0,internal,recovered_body,4,,,,7995415,7995612,267665139,267669927,267665133,267669927,src/functions/internal/batch_04/7101a00000/2459_functions.inc,737077,void FUN_7101a2daa0(int *param_1)
function_40532,FUN_7101a2ddd0,unidentified_function_7101a2ddd0,7101a2ddd0,internal,recovered_body,4,,,,7995618,7996400,267669988,267699950,267669927,267699950,src/functions/internal/batch_04/7101a00000/2459_functions.inc,741871,"bool FUN_7101a2ddd0(int *param_1,int *param_2,int *param_3,int *param_4,char *param_5, undefined8 param_6)"
function_40533,FUN_7101a2ef30,unidentified_function_7101a2ef30,7101a2ef30,internal,recovered_body,4,,,,7996404,7996572,267699956,267705451,267699950,267705451,src/functions/internal/batch_04/7101a00000/2459_functions.inc,771894,"byte FUN_7101a2ef30(int *param_1,int *param_2,char *param_3)"
function_40534,FUN_7101a2f2bc,unidentified_function_7101a2f2bc,7101a2f2bc,internal,recovered_body,4,,,,7996576,7996800,267705457,267713243,267705451,267713243,src/functions/internal/batch_04/7101a00000/2459_functions.inc,777395,"byte FUN_7101a2f2bc(long param_1,int *param_2,int *param_3,long param_4)"
function_40535,FUN_7101a2f810,unidentified_function_7101a2f810,7101a2f810,internal,recovered_body,4,,,,7996804,7996944,267713249,267718253,267713243,267718253,src/functions/internal/batch_04/7101a00000/2459_functions.inc,785187,"byte FUN_7101a2f810(int *param_1,int *param_2,int *param_3)"
function_40536,FUN_7101a2fa00,unidentified_function_7101a2fa00,7101a2fa00,internal,recovered_body,4,,,,7996948,7997203,267718259,267727075,267718253,267727075,src/functions/internal/batch_04/7101a00000/2459_functions.inc,790197,"byte FUN_7101a2fa00(long param_1,int *param_2,int *param_3,long param_4)"
function_40537,FUN_7101a2ff60,unidentified_function_7101a2ff60,7101a2ff60,internal,recovered_body,4,,,,7997207,7997255,267727081,267728368,267727075,267728368,src/functions/internal/batch_04/7101a00000/2459_functions.inc,799019,"byte FUN_7101a2ff60(int *param_1,int *param_2)"
function_40538,FUN_7101a30050,unidentified_function_7101a30050,7101a30050,internal,recovered_body,4,,,,7997259,7997282,267728374,267728947,267728368,267728947,src/functions/internal/batch_04/7101a00000/2459_functions.inc,800312,"uint FUN_7101a30050(long param_1,uint *param_2)"
function_40539,FUN_7101a300d0,unidentified_function_7101a300d0,7101a300d0,internal,recovered_body,4,,,,7997286,7997355,267728953,267731007,267728947,267731007,src/functions/internal/batch_04/7101a00000/2459_functions.inc,800891,"byte FUN_7101a300d0(int *param_1,int *param_2,int *param_3)"
function_40540,FUN_7101a30240,unidentified_function_7101a30240,7101a30240,internal,recovered_body,4,,,,7997359,7997417,267731013,267732424,267731007,267732424,src/functions/internal/batch_04/7101a00000/2459_functions.inc,802951,long FUN_7101a30240(long param_1)
function_40541,FUN_7101a30380,unidentified_function_7101a30380,7101a30380,internal,recovered_body,4,,,,7997421,7997438,267732430,267733467,267732424,267733467,src/functions/internal/batch_04/7101a00000/2459_functions.inc,804368,"undefined8 FUN_7101a30380(ushort *param_1,uint *param_2)"
function_40542,FUN_7101a30454,unidentified_function_7101a30454,7101a30454,internal,recovered_body,4,,,,7997442,7997459,267733473,267733944,267733467,267733944,src/functions/internal/batch_04/7101a00000/2459_functions.inc,805411,void FUN_7101a30454(long param_1)
function_40543,FUN_7101a305c0,unidentified_function_7101a305c0,7101a305c0,internal,recovered_body,4,,,,7997463,7997503,267733950,267735201,267733944,267735201,src/functions/internal/batch_04/7101a00000/2459_functions.inc,805888,"uint FUN_7101a305c0(long param_1,long param_2)"
function_40544,FUN_7101a306cc,unidentified_function_7101a306cc,7101a306cc,internal,recovered_body,4,,,,7997507,7997524,267735207,267735678,267735201,267735678,src/functions/internal/batch_04/7101a00000/2459_functions.inc,807145,void FUN_7101a306cc(long param_1)
function_40545,FUN_7101a3072c,unidentified_function_7101a3072c,7101a3072c,internal,recovered_body,4,,,,7997528,7997545,267735684,267736155,267735678,267736155,src/functions/internal/batch_04/7101a00000/2459_functions.inc,807622,void FUN_7101a3072c(long param_1)
function_40546,FUN_7101a3078c,unidentified_function_7101a3078c,7101a3078c,internal,recovered_body,4,,,,7997549,7997563,267736161,267736445,267736155,267736445,src/functions/internal/batch_04/7101a00000/2459_functions.inc,808099,"bool FUN_7101a3078c(long param_1,long param_2)"
function_40547,FUN_7101a307cc,unidentified_function_7101a307cc,7101a307cc,internal,recovered_body,4,,,,7997567,7997584,267736451,267736922,267736445,267736922,src/functions/internal/batch_04/7101a00000/2459_functions.inc,808389,void FUN_7101a307cc(long param_1)
function_40548,FUN_7101a309a4,unidentified_function_7101a309a4,7101a309a4,internal,recovered_body,4,,,,7997588,7997605,267736928,267737399,267736922,267737399,src/functions/internal/batch_04/7101a00000/2459_functions.inc,808866,void FUN_7101a309a4(long param_1)
function_40549,FUN_7101a30a30,unidentified_function_7101a30a30,7101a30a30,internal,recovered_body,4,,,,7997609,7997626,267737405,267737876,267737399,267737876,src/functions/internal/batch_04/7101a00000/2459_functions.inc,809343,void FUN_7101a30a30(long param_1)
function_40550,FUN_7101a30abc,unidentified_function_7101a30abc,7101a30abc,internal,recovered_body,4,,,,7997630,7997647,267737882,267738353,267737876,267738353,src/functions/internal/batch_04/7101a00000/2459_functions.inc,809820,void FUN_7101a30abc(long param_1)
function_40551,FUN_7101a30b5c,unidentified_function_7101a30b5c,7101a30b5c,internal,recovered_body,4,,,,7997651,7997668,267738359,267738830,267738353,267738830,src/functions/internal/batch_04/7101a00000/2459_functions.inc,810297,void FUN_7101a30b5c(long param_1)
function_40552,FUN_7101a30cb8,unidentified_function_7101a30cb8,7101a30cb8,internal,recovered_body,4,,,,7997672,7997689,267738836,267739307,267738830,267739307,src/functions/internal/batch_04/7101a00000/2459_functions.inc,810774,void FUN_7101a30cb8(long param_1)
function_40553,FUN_7101a30d18,unidentified_function_7101a30d18,7101a30d18,internal,recovered_body,4,,,,7997693,7997743,267739313,267740451,267739307,267740451,src/functions/internal/batch_04/7101a00000/2459_functions.inc,811251,"bool FUN_7101a30d18(long param_1,long param_2)"
function_40554,FUN_7101a30d84,unidentified_function_7101a30d84,7101a30d84,internal,recovered_body,4,,,,7997747,7997764,267740457,267740928,267740451,267740928,src/functions/internal/batch_04/7101a00000/2459_functions.inc,812395,void FUN_7101a30d84(long param_1)
function_40555,FUN_7101a30e14,unidentified_function_7101a30e14,7101a30e14,internal,recovered_body,4,,,,7997768,7997785,267740934,267741405,267740928,267741405,src/functions/internal/batch_04/7101a00000/2459_functions.inc,812872,void FUN_7101a30e14(long param_1)
function_40556,FUN_7101a30e74,unidentified_function_7101a30e74,7101a30e74,internal,recovered_body,4,,,,7997789,7997808,267741411,267741970,267741405,267741970,src/functions/internal/batch_04/7101a00000/2459_functions.inc,813349,bool FUN_7101a30e74(long param_1)
function_40557,FUN_7101a30eec,unidentified_function_7101a30eec,7101a30eec,internal,recovered_body,4,,,,7997812,7997829,267741976,267742447,267741970,267742447,src/functions/internal/batch_04/7101a00000/2459_functions.inc,813914,void FUN_7101a30eec(long param_1)
function_40558,FUN_7101a312b8,unidentified_function_7101a312b8,7101a312b8,internal,recovered_body,4,,,,7997833,7997840,267742453,267742639,267742447,267742639,src/functions/internal/batch_04/7101a00000/2459_functions.inc,814391,"bool FUN_7101a312b8(long param_1,long param_2)"
function_40559,FUN_7101a312f8,unidentified_function_7101a312f8,7101a312f8,internal,recovered_body,4,,,,7997844,7997861,267742645,267743116,267742639,267743116,src/functions/internal/batch_04/7101a00000/2459_functions.inc,814583,void FUN_7101a312f8(long param_1)
function_40560,FUN_7101a3138c,unidentified_function_7101a3138c,7101a3138c,internal,recovered_body,4,,,,7997865,7997882,267743122,267743593,267743116,267743593,src/functions/internal/batch_04/7101a00000/2459_functions.inc,815060,void FUN_7101a3138c(long param_1)
function_40561,FUN_7101a31408,unidentified_function_7101a31408,7101a31408,internal,recovered_body,4,,,,7997886,7997903,267743599,267744047,267743593,267744047,src/functions/internal/batch_04/7101a00000/2459_functions.inc,815537,"bool FUN_7101a31408(long param_1,undefined8 param_2,undefined8 param_3,long param_4)"
function_40562,FUN_7101a31448,unidentified_function_7101a31448,7101a31448,internal,recovered_body,4,,,,7997907,7997924,267744053,267744524,267744047,267744524,src/functions/internal/batch_04/7101a00000/2459_functions.inc,815991,void FUN_7101a31448(long param_1)
function_40563,FUN_7101a314a8,unidentified_function_7101a314a8,7101a314a8,internal,recovered_body,4,,,,7997928,7997937,267744530,267744784,267744524,267744784,src/functions/internal/batch_04/7101a00000/2459_functions.inc,816468,"bool FUN_7101a314a8(undefined8 param_1,long param_2,long param_3)"
function_40564,FUN_7101a314e4,unidentified_function_7101a314e4,7101a314e4,internal,recovered_body,4,,,,7997941,7997958,267744790,267745261,267744784,267745261,src/functions/internal/batch_04/7101a00000/2459_functions.inc,816728,void FUN_7101a314e4(long param_1)
function_40565,FUN_7101a315d0,unidentified_function_7101a315d0,7101a315d0,internal,recovered_body,4,,,,7997964,7998164,267745339,267751898,267745261,267751898,src/functions/internal/batch_04/7101a00000/2459_functions.inc,817205,"undefined8 FUN_7101a315d0(long param_1,long param_2,long param_3,long param_4)"
