entity_kind,entity_id,address,raw_symbol,existing_canonical_name,proposed_name,category,confidence,evidence_kind,evidence_address,evidence_function_address,evidence,inference_scope
elf_string,elf_string_209573,710313b994,string_at_710313b994,,mii_face_rendering_string_eyelid_lower_aspect,mii_face_rendering,0.96,elf_printable_string,710313b994,,EyelidLowerAspect,exact_elf_string_address
elf_string,elf_string_209576,710313b9cb,string_at_710313b9cb,,mii_face_rendering_string_mannequin_face_model,mii_face_rendering,0.96,elf_printable_string,710313b9cb,,MannequinFaceModel,exact_elf_string_address
elf_string,elf_string_209577,710313b9de,string_at_710313b9de,,mii_face_rendering_string_faceline_variant_02,mii_face_rendering,0.96,elf_printable_string,710313b9de,,faceline,exact_elf_string_address
elf_string,elf_string_209600,710313bba9,string_at_710313bba9,,mii_face_rendering_string_game_mii_touch_reaction_param_table,mii_face_rendering,0.96,elf_printable_string,710313bba9,,game__MiiTouchReactionParamTable,exact_elf_string_address
elf_string,elf_string_209615,710313bce8,string_at_710313bce8,,mii_face_rendering_string_place_by_mii,mii_face_rendering,0.96,elf_printable_string,710313bce8,,PlaceByMii,exact_elf_string_address
elf_string,elf_string_209632,710313be2a,string_at_710313be2a,,mii_face_rendering_string_state_focus_leading_simple_to_mii_event,mii_face_rendering,0.96,elf_printable_string,710313be2a,,State::FocusLeadingSimpleToMiiEvent,exact_elf_string_address
elf_string,elf_string_209636,710313be85,string_at_710313be85,,mii_face_rendering_string_mc_mii_face_zoom_up,mii_face_rendering,0.96,elf_printable_string,710313be85,,mc_MiiFace_ZoomUp,exact_elf_string_address
elf_string,elf_string_209655,710313bfbe,string_at_710313bfbe,,mii_face_rendering_string_shop_clerk_mii_position,mii_face_rendering,0.96,elf_printable_string,710313bfbe,,ShopClerkMiiPosition,exact_elf_string_address
elf_string,elf_string_209667,710313c0a3,string_at_710313c0a3,,mii_face_rendering_string_p_mii_model_01,mii_face_rendering,0.96,elf_printable_string,710313c0a3,,P_MiiModel_01,exact_elf_string_address
elf_string,elf_string_209676,710313c133,string_at_710313c133,,mii_face_rendering_string_l_mii_list_00,mii_face_rendering,0.96,elf_printable_string,710313c133,,L_MiiList_00,exact_elf_string_address
elf_string,elf_string_209685,710313c1c0,string_at_710313c1c0,,mii_face_rendering_string_mii_news,mii_face_rendering,0.96,elf_printable_string,710313c1c0,,MiiNews,exact_elf_string_address
elf_string,elf_string_209690,710313c20e,string_at_710313c20e,,mii_face_rendering_string_screen_mii_touch_spray,mii_face_rendering,0.96,elf_printable_string,710313c20e,,ScreenMiiTouchSpray,exact_elf_string_address
elf_string,elf_string_209698,710313c29e,string_at_710313c29e,,mii_face_rendering_string_voice_mii_word,mii_face_rendering,0.96,elf_printable_string,710313c29e,,Voice_MiiWord,exact_elf_string_address
elf_string,elf_string_209704,710313c2e2,string_at_710313c2e2,,mii_face_rendering_string_ui_mii_relationships_ranking,mii_face_rendering,0.96,elf_printable_string,710313c2e2,,UIMii_RelationshipsRanking,exact_elf_string_address
elf_string,elf_string_209710,710313c34d,string_at_710313c34d,,mii_face_rendering_string_mii_position_format,mii_face_rendering,0.96,elf_printable_string,710313c34d,,MiiPosition_%d,exact_elf_string_address
elf_string,elf_string_209711,710313c35c,string_at_710313c35c,,mii_face_rendering_string_ui_mii_title_logo_normal,mii_face_rendering,0.96,elf_printable_string,710313c35c,,UIMii_TitleLogoNormal,exact_elf_string_address
elf_string,elf_string_209713,710313c387,string_at_710313c387,,mii_face_rendering_string_l_mii_icon_00_l_balloon_00_type_icon,mii_face_rendering,0.96,elf_printable_string,710313c387,,L_MiiIcon_00/L_Balloon_00/TypeIcon,exact_elf_string_address
elf_string,elf_string_210479,710313fce0,string_at_710313fce0,,mii_face_rendering_string_executer_has_focus_leading_to_mii_balancers_order,mii_face_rendering,0.96,elf_printable_string,710313fce0,,ExecuterHasFocusLeadingToMiiBalancersOrder,exact_elf_string_address
elf_string,elf_string_210568,710314053b,string_at_710314053b,,mii_face_rendering_string_mii_history_property_query,mii_face_rendering,0.96,elf_printable_string,710314053b,,MiiHistoryPropertyQuery,exact_elf_string_address
elf_string,elf_string_210585,71031406b1,string_at_71031406b1,,mii_face_rendering_string_mii_touch_balloon_talk_selector,mii_face_rendering,0.96,elf_printable_string,71031406b1,,MiiTouchBalloonTalkSelector,exact_elf_string_address
elf_string,elf_string_210597,710314075e,string_at_710314075e,,mii_face_rendering_string_mc_mii_push3,mii_face_rendering,0.96,elf_printable_string,710314075e,,mc_Mii_Push3,exact_elf_string_address
elf_string,elf_string_210602,71031407af,string_at_71031407af,,mii_face_rendering_string_trouble_two_mii_adult_child_state,mii_face_rendering,0.96,elf_printable_string,71031407af,,TroubleTwoMiiAdultChildState,exact_elf_string_address
elf_string,elf_string_210607,7103140839,string_at_7103140839,,mii_face_rendering_string_demo_copy_mii_touch_camera_param_ref,mii_face_rendering,0.96,elf_printable_string,7103140839,,DemoCopyMiiTouchCameraParamRef,exact_elf_string_address
elf_string,elf_string_210615,71031408cc,string_at_71031408cc,,mii_face_rendering_string_balloon_talk_mii_param_common,mii_face_rendering,0.96,elf_printable_string,71031408cc,,BalloonTalkMiiParamCommon,exact_elf_string_address
elf_string,elf_string_210642,7103140a70,string_at_7103140a70,,mii_face_rendering_string_scene_mii_editor,mii_face_rendering,0.96,elf_printable_string,7103140a70,,SceneMiiEditor,exact_elf_string_address
elf_string,elf_string_210646,7103140aaa,string_at_7103140aaa,,mii_face_rendering_string_mii_editor_exit_confirm_easy_00_ok,mii_face_rendering,0.96,elf_printable_string,7103140aaa,,MiiEditor_ExitConfirmEasy_00_OK,exact_elf_string_address
elf_string,elf_string_210647,7103140aca,string_at_7103140aca,,mii_face_rendering_string_t_title_mii_editor_copy_face_paint_00,mii_face_rendering,0.96,elf_printable_string,7103140aca,,T_Title_MiiEditor_CopyFacePaint_00,exact_elf_string_address
elf_string,elf_string_210651,7103140b2c,string_at_7103140b2c,,mii_face_rendering_string_state_relationships_mii_list,mii_face_rendering,0.96,elf_printable_string,7103140b2c,,State::RelationshipsMiiList,exact_elf_string_address
elf_string,elf_string_210652,7103140b48,string_at_7103140b48,,mii_face_rendering_string_mii_editor_change_cancel_trouble,mii_face_rendering,0.96,elf_printable_string,7103140b48,,MiiEditor_ChangeCancel_Trouble,exact_elf_string_address
elf_string,elf_string_210653,7103140b67,string_at_7103140b67,,mii_face_rendering_string_mii_editor_delete_childcare,mii_face_rendering,0.96,elf_printable_string,7103140b67,,MiiEditor_Delete_Childcare,exact_elf_string_address
elf_string,elf_string_210654,7103140b82,string_at_7103140b82,,mii_face_rendering_string_mii_editor_partner_other_cancel,mii_face_rendering,0.96,elf_printable_string,7103140b82,,MiiEditor_PartnerOther_Cancel,exact_elf_string_address
elf_string,elf_string_210655,7103140ba0,string_at_7103140ba0,,mii_face_rendering_string_title_mii_editor_brother_sister_older_female,mii_face_rendering,0.96,elf_printable_string,7103140ba0,,Title_MiiEditor_BrotherSisterOlder_Female,exact_elf_string_address
elf_string,elf_string_210660,7103140c13,string_at_7103140c13,,mii_face_rendering_string_tutorial_dlg_mii_editor_face_paint_cancel,mii_face_rendering,0.96,elf_printable_string,7103140c13,,TutorialDlg_MiiEditor_FacePaint_Cancel,exact_elf_string_address
elf_string,elf_string_210661,7103140c3a,string_at_7103140c3a,,mii_face_rendering_string_screen_mii_editor_body_type,mii_face_rendering,0.96,elf_printable_string,7103140c3a,,ScreenMiiEditorBodyType,exact_elf_string_address
elf_string,elf_string_210665,7103140c75,string_at_7103140c75,,mii_face_rendering_string_t_mii_profile_family_01,mii_face_rendering,0.96,elf_printable_string,7103140c75,,T_MiiProfile_Family_01,exact_elf_string_address
elf_string,elf_string_210671,7103140ccd,string_at_7103140ccd,,mii_face_rendering_string_t_mii_profile_love_target_02,mii_face_rendering,0.96,elf_printable_string,7103140ccd,,T_MiiProfile_LoveTarget_02,exact_elf_string_address
elf_string,elf_string_210673,7103140cf4,string_at_7103140cf4,,mii_face_rendering_string_mii_editor_face_eyeline_nothing_uit,mii_face_rendering,0.96,elf_printable_string,7103140cf4,,MiiEditor_Face_EyelineNothing_Uit,exact_elf_string_address
elf_string,elf_string_210711,7103141015,string_at_7103141015,,mii_face_rendering_string_is_trial_finished_mii_event,mii_face_rendering,0.96,elf_printable_string,7103141015,,IsTrialFinishedMiiEvent,exact_elf_string_address
elf_string,elf_string_210720,71031410bb,string_at_71031410bb,,mii_face_rendering_string_mii_parts_mouth,mii_face_rendering,0.96,elf_printable_string,71031410bb,,MiiPartsMouth,exact_elf_string_address
elf_string,elf_string_210721,71031410c9,string_at_71031410c9,,mii_face_rendering_string_mii_parts_mole,mii_face_rendering,0.96,elf_printable_string,71031410c9,,MiiPartsMole,exact_elf_string_address
elf_string,elf_string_210724,71031410ff,string_at_71031410ff,,mii_face_rendering_string_mii_word_talk_start_format,mii_face_rendering,0.96,elf_printable_string,71031410ff,,MiiWordTalkStart_%02d,exact_elf_string_address
elf_string,elf_string_210736,71031411c3,string_at_71031411c3,,mii_face_rendering_string_game_mii_news_hold_item,mii_face_rendering,0.96,elf_printable_string,71031411c3,,game__MiiNewsHoldItem,exact_elf_string_address
elf_string,elf_string_210744,7103141262,string_at_7103141262,,mii_face_rendering_string_game_photo_studio_mii_all_camera,mii_face_rendering,0.96,elf_printable_string,7103141262,,game__PhotoStudioMiiAllCamera,exact_elf_string_address
elf_string,elf_string_210762,71031413bd,string_at_71031413bd,,mii_face_rendering_string_mii_news_breaking008_01,mii_face_rendering,0.96,elf_printable_string,71031413bd,,MiiNewsBreaking008_01,exact_elf_string_address
elf_string,elf_string_210763,71031413d3,string_at_71031413d3,,mii_face_rendering_string_parameter_mii_event_system_system,mii_face_rendering,0.96,elf_printable_string,71031413d3,,Parameter/MiiEventSystem/System,exact_elf_string_address
elf_string,elf_string_210785,7103141573,string_at_7103141573,,mii_face_rendering_string_mii_emission_albedo_rate,mii_face_rendering,0.96,elf_printable_string,7103141573,,MiiEmissionAlbedoRate,exact_elf_string_address
elf_string,elf_string_210793,7103141612,string_at_7103141612,,mii_face_rendering_string_mii_hair_color1,mii_face_rendering,0.96,elf_printable_string,7103141612,,mii_hair_color1,exact_elf_string_address
elf_string,elf_string_210810,7103141754,string_at_7103141754,,mii_face_rendering_string_mii_ref,mii_face_rendering,0.96,elf_printable_string,7103141754,,MiiRef,exact_elf_string_address
elf_string,elf_string_210813,7103141789,string_at_7103141789,,mii_face_rendering_string_eyelash_upper_aspect,mii_face_rendering,0.96,elf_printable_string,7103141789,,EyelashUpperAspect,exact_elf_string_address
elf_string,elf_string_210814,710314179c,string_at_710314179c,,mii_face_rendering_string_mii_mannequin_face_model_param,mii_face_rendering,0.96,elf_printable_string,710314179c,,mii__MannequinFaceModelParam,exact_elf_string_address
elf_string,elf_string_210819,71031417e9,string_at_71031417e9,,mii_face_rendering_string_mii_hair_nothing,mii_face_rendering,0.96,elf_printable_string,71031417e9,,MiiHairNothing,exact_elf_string_address
elf_string,elf_string_210843,710314197f,string_at_710314197f,,mii_face_rendering_string_target_mii_index,mii_face_rendering,0.96,elf_printable_string,710314197f,,TargetMiiIndex,exact_elf_string_address
elf_string,elf_string_210844,710314198e,string_at_710314198e,,mii_face_rendering_string_debug_not_leave_mii,mii_face_rendering,0.96,elf_printable_string,710314198e,,DebugNotLeaveMii,exact_elf_string_address
elf_string,elf_string_210860,7103141aff,string_at_7103141aff,,mii_face_rendering_string_debug_debug_mii_data,mii_face_rendering,0.96,elf_printable_string,7103141aff,,debug__DebugMiiData,exact_elf_string_address
elf_string,elf_string_210870,7103141bbd,string_at_7103141bbd,,mii_face_rendering_string_state_mii_touch,mii_face_rendering,0.96,elf_printable_string,7103141bbd,,State::MiiTouch,exact_elf_string_address
elf_string,elf_string_210876,7103141c1c,string_at_7103141c1c,,mii_face_rendering_string_mii_face_in,mii_face_rendering,0.96,elf_printable_string,7103141c1c,,MiiFaceIn,exact_elf_string_address
elf_string,elf_string_210879,7103141c4f,string_at_7103141c4f,,mii_face_rendering_string_value_3_rocket_mii,mii_face_rendering,0.96,elf_printable_string,7103141c4f,,3RocketMii,exact_elf_string_address
elf_string,elf_string_210902,7103141e19,string_at_7103141e19,,mii_face_rendering_string_mii_touch_greeting,mii_face_rendering,0.96,elf_printable_string,7103141e19,,MiiTouch_Greeting,exact_elf_string_address
elf_string,elf_string_210904,7103141e3a,string_at_7103141e3a,,mii_face_rendering_string_l_mii_icon_00_l_mii_attention_00_type,mii_face_rendering,0.96,elf_printable_string,7103141e3a,,L_MiiIcon_00/L_MiiAttention_00/Type,exact_elf_string_address
elf_string,elf_string_210905,7103141e5e,string_at_7103141e5e,,mii_face_rendering_string_change_mii_cloth,mii_face_rendering,0.96,elf_printable_string,7103141e5e,,ChangeMiiCloth,exact_elf_string_address
elf_string,elf_string_210906,7103141e6d,string_at_7103141e6d,,mii_face_rendering_string_ui_mii_change_cloth_put_shirt_in_out,mii_face_rendering,0.96,elf_printable_string,7103141e6d,,UIMiiChangeCloth_PutShirtInOut,exact_elf_string_address
elf_string,elf_string_210917,7103141f1c,string_at_7103141f1c,,mii_face_rendering_string_popup_focus_mii_name,mii_face_rendering,0.96,elf_printable_string,7103141f1c,,PopupFocusMiiName,exact_elf_string_address
elf_string,elf_string_210924,7103141f98,string_at_7103141f98,,mii_face_rendering_string_mii_level_up_present_habit_00,mii_face_rendering,0.96,elf_printable_string,7103141f98,,MiiLevelUpPresent_Habit_00,exact_elf_string_address
elf_string,elf_string_210928,7103141fe5,string_at_7103141fe5,,mii_face_rendering_string_screen_mii_focus_choice,mii_face_rendering,0.96,elf_printable_string,7103141fe5,,ScreenMiiFocusChoice,exact_elf_string_address
elf_string,elf_string_210930,710314201d,string_at_710314201d,,mii_face_rendering_string_mii_news_caster_past_news_sleep,mii_face_rendering,0.96,elf_printable_string,710314201d,,MiiNewsCasterPastNewsSleep,exact_elf_string_address
elf_string,elf_string_210944,7103142128,string_at_7103142128,,mii_face_rendering_string_mii_name_format,mii_face_rendering,0.96,elf_printable_string,7103142128,,MiiName_%02d,exact_elf_string_address
elf_string,elf_string_210946,7103142143,string_at_7103142143,,mii_face_rendering_string_ui_mii_relation_name_talk,mii_face_rendering,0.96,elf_printable_string,7103142143,,UIMii_RelationNameTalk,exact_elf_string_address
elf_string,elf_string_210951,71031421b4,string_at_71031421b4,,mii_face_rendering_string_parameter_travel_opening_mii_position_normal,mii_face_rendering,0.96,elf_printable_string,71031421b4,,Parameter/TravelOpeningMiiPosition/Normal,exact_elf_string_address
elf_string,elf_string_210952,71031421de,string_at_71031421de,,mii_face_rendering_string_p_mii_couple_00,mii_face_rendering,0.96,elf_printable_string,71031421de,,P_MiiCouple_00,exact_elf_string_address
elf_string,elf_string_210958,7103142231,string_at_7103142231,,mii_face_rendering_string_mii_first_person_preset_00_ex,mii_face_rendering,0.96,elf_printable_string,7103142231,,MiiFirstPerson_Preset_00_Ex,exact_elf_string_address
elf_string,elf_string_210959,710314224d,string_at_710314224d,,mii_face_rendering_string_ui_mii_shop_mannequin_today_format,mii_face_rendering,0.96,elf_printable_string,710314224d,,UIMii_Shop_MannequinToday_%02d,exact_elf_string_address
elf_string,elf_string_211745,710314625f,string_at_710314625f,,mii_face_rendering_string_mii_misc,mii_face_rendering,0.96,elf_printable_string,710314625f,,MiiMisc,exact_elf_string_address
elf_string,elf_string_211791,71031465f5,string_at_71031465f5,,mii_face_rendering_string_mii_touch_open_profile_action,mii_face_rendering,0.96,elf_printable_string,71031465f5,,MiiTouchOpenProfileAction,exact_elf_string_address
